12th percentage,cet rank,distance,branch,college
66.3,80600,8,CE,E139
70.2,12896,53,CS,E037
73.5,29070,764,CS,E040
60.5,61255,13,ME,E273
59.8,36663,800,CS,E162
66.6,140144,7,ME,E092
62.8,139088,18,EE,E130
80.5,3799,774,EC,E030
59.6,118334,947,EC,E264
82.3,4943,20,CS,E119
56.9,44433,583,EC,E240
59.8,138504,15,EI,E059
71.9,18085,19,CS,E108
60.4,56959,867,EC,E147
78.8,19037,6,EC,E142
61.5,77034,2,EE,E096
64.1,37236,368,CE,E033
56.3,108481,107,EC,E153
57.4,35892,8,CE,E095
58.4,128474,15,IE,E172
66.4,44574,144,CS,E094
58.7,147747,905,ME,E164
59.6,32942,111,CH,E062
74.7,27990,7,ME,E235
78.2,10219,12,IE,E099
70.5,57039,362,CS,E198
60.8,68195,465,EC,E182
61.9,31635,13,CS,E101
58.3,61110,8,IE,E173
66,31629,402,CS,E102
82.6,26027,2,IE,E062
80.2,29258,695,EC,E097
68.8,47715,15,ME,E062
63.9,55805,18,IE,E087
71.3,112080,19,ME,E147
65.2,38458,11,CS,E252
75.9,15200,17,AE,E146
71.9,19921,10,EC,E152
72.2,87362,4,CE,E177
81.2,18621,20,EE,E041
66.5,33161,315,EC,E164
72.8,184134,63,EC,E054
61.5,133903,18,ME,E199
70,20038,4,EC,E152
75.5,12247,14,CS,E014
58.8,181942,541,EC,E094
57.1,104689,997,EE,E149
67.4,41401,3,CE,E032
65.5,78374,3,EC,E123
65.3,170735,21,ME,E123
58.6,65018,19,IE,E134
72.2,107542,15,MR,E144
71.6,31097,597,CE,E015
76.6,5073,15,EE,E009
70.3,29202,8,CS,E142
58.5,137973,19,EE,E130
61.9,132430,541,IE,E177
82.2,6108,13,IE,E007
59.5,37639,287,CE,E053
70,59622,19,CS,E054
68.9,114782,196,CE,E136
73,21723,619,EC,E096
69.8,30255,852,MT,E078
70.4,13942,980,CE,E012
82.1,17800,952,IE,E150
57.6,58892,423,EE,E054
56.2,35087,15,EC,E087
58.7,289366,282,CE,E238
69.1,49891,874,CS,E177
79.4,20650,14,EE,E099
70,79031,16,IE,E045
72.5,19599,886,MD,E060
70.8,58716,531,EC,E203
71.5,6189,6,EC,E178
56.5,87590,20,TC,E017
68.1,96404,675,ME,E078
60.6,42370,11,CS,E035
69.7,116558,634,ME,E189
81.2,21826,17,EI,E007
65.9,36231,112,CS,E216
60.4,51712,19,CS,E252
70.1,32599,16,CS,E117
72.5,172050,12,ME,E135
68.2,42276,791,ME,E240
70.8,8038,476,EC,E141
77.2,28490,11,CS,E205
64.2,33635,6,CS,E059
61.7,41504,19,ME,E156
80.6,2080,249,CS,E057
79.7,10125,2,CE,E009
75.9,6884,2,EE,E022
62.7,248855,21,CE,E094
72.3,280842,5,CE,E206
70.9,55189,822,CE,E232
74.5,6992,21,EC,E023
72.8,117802,192,EE,E054
64.1,38459,431,EC,E133
72.3,173139,6,ME,E045
58.4,41637,184,CS,E149
74,21319,988,AE,E183
63.9,297935,18,EE,E210
72.5,126379,4,CE,E153
76.4,29077,926,CS,E205
80.4,28494,862,EC,E133
68.3,80064,16,CS,E132
71.4,138686,19,IP,E059
80.8,14385,796,CS,E166
56.8,36189,6,AE,E183
75,5861,726,CS,E119
77.9,13826,10,CS,E058
66.3,33371,18,EE,E103
68.8,126154,120,CE,E227
58.1,74220,718,CS,E238
57,146974,16,CE,E083
77.2,16221,18,EC,E099
79.7,11634,12,CS,E077
81.4,19188,12,ME,E278
63.8,135989,986,EE,E144
57.8,51469,12,CS,E172
68.7,141532,573,CE,E110
72,117867,8,ME,E092
56.2,89661,10,EC,E065
67.8,196500,15,ME,E205
73.1,11239,691,ME,E007
56.1,49256,343,IE,E173
72.1,78326,6,CS,E174
80.1,28515,880,EI,E062
61.9,56509,452,AU,E038
71.5,195538,519,CS,E264
74.8,10484,239,CE,E021
75.5,17749,694,AE,E011
67.1,120581,846,EC,E119
75.8,25098,5,CS,E176
69.8,312810,223,EC,E221
67.4,103355,669,ME,E255
67.7,109108,7,EC,E070
66,265963,278,CE,E193
70.9,84380,949,CS,E144
56.5,108437,3,EE,E199
59.6,141328,700,CE,E210
77.7,6893,327,ES,E232
72,24966,587,CE,E082
57.2,62641,2,CE,E114
68.7,47734,16,EC,E168
64.3,61006,20,EC,E204
70,93840,183,ME,E208
89.1,2478,20,EE,E003
90.1,2744,8,IE,E012
70.7,125963,317,EE,E101
75.6,16858,4,EE,E062
77.3,16901,10,EE,E011
69.1,95673,940,CE,E269
77.1,14452,779,AU,E023
67.8,35554,17,ME,E077
64.7,46904,555,IE,E173
67.5,70211,554,ME,E043
67.7,102159,3,ME,E032
75.9,22770,803,EC,E146
57.7,68872,59,CE,E265
79.6,7887,2,CS,E099
78.1,19765,10,MD,E060
72.8,73643,11,EC,E213
69.8,33586,621,ME,E058
78,22646,308,EC,E014
82.7,24338,149,CS,E100
82.4,26797,11,ME,E212
72.4,60673,576,CE,E079
65.5,134570,8,ME,E070
71.4,82296,2,CE,E258
73.3,12314,14,RO,E241
60.3,77042,11,IE,E171
70.2,14137,4,MD,E048
80.5,1302,948,CS,E012
89.5,1818,360,EC,E276
69.7,67725,782,ME,E160
77.2,23343,8,CS,E102
70.9,61476,338,EC,E165
70.5,15507,608,CS,E059
70.1,17711,18,EC,E097
71.2,150580,427,ME,E134
69,184734,18,ME,E145
74.5,23717,4,EC,E085
77.8,26946,256,ME,E235
64.5,76927,6,CE,E164
60.9,43041,13,CS,E121
69.6,61684,246,EC,E265
69.6,49281,5,CE,E159
56.6,54027,13,CE,E014
81.4,27946,283,CE,E156
70.1,75918,4,MT,E151
80,23103,103,CS,E196
66.7,131055,3,ME,E043
85.9,4302,7,IE,E057
76.9,28779,12,EC,E182
71,44358,105,ME,E077
69.4,35323,14,EE,E035
68.3,39717,956,CS,E123
80.4,20449,610,IE,E053
72.9,50221,625,EE,E274
63.5,69001,435,ME,E014
62.5,155127,850,EE,E043
79.6,9038,535,CE,E024
64.4,41116,978,EC,E238
68.8,162037,216,CS,E202
74,18871,3,IP,E021
68.2,47340,694,EE,E106
71.1,156240,544,EE,E176
57.3,53339,12,IE,E098
76.2,6348,272,EI,E008
60.9,46170,13,ME,E031
73,24406,119,CE,E032
71.7,29684,868,EE,E097
81.9,25692,777,EC,E177
57.3,30482,9,IE,E144
57.6,74516,2,CE,E087
56.7,38293,19,EC,E184
59.5,77711,12,CS,E081
81.9,12853,16,EE,E129
60.7,409890,3,ME,E237
63.4,34386,605,BT,E078
67.1,63476,13,EE,E075
77.7,27847,161,CS,E035
81.2,21217,20,CE,E241
73.3,29043,124,CE,E105
65.5,90347,10,CS,E181
71.6,35714,255,CS,E216
65.8,47287,15,CE,E203
67,74423,13,EE,E272
65.5,56778,16,CE,E163
68.5,53679,3,ME,E173
90.2,3505,10,EC,E022
77.4,12630,505,IE,E104
73.7,28447,21,BT,E062
59.2,190780,18,CE,E147
60.4,102678,136,CS,E269
58.1,49644,954,CS,E165
94.7,177,83,CS,E048
71.3,22334,15,EI,E016
60.4,32481,898,AE,E159
73.6,19279,607,CS,E083
80.2,8335,102,CS,E108
58.2,71803,5,ME,E274
70.1,105715,201,ME,E015
70.9,193617,411,CE,E120
93.4,554,708,EC,E006
63.3,31482,14,EC,E111
73.7,18314,17,ME,E008
63.7,45323,820,CS,E134
72.4,11099,21,EC,E212
56.3,186396,17,ME,E046
68.6,133463,12,CE,E070
64.8,59317,19,EC,E100
63.3,96148,6,CE,E134
70.5,143908,286,EE,E203
70.2,82149,3,CS,E181
94.1,944,924,CS,E007
62.5,55586,10,CS,E111
82.7,11476,19,CE,E006
71.1,28624,640,IE,E033
63.4,56611,19,EE,E043
59.4,136323,58,ME,E096
64.6,70652,3,CS,E504
70.7,20493,739,CE,E065
79.8,12738,296,CS,E235
80.1,18306,19,CS,E085
67.6,44018,13,CS,E239
60.8,91666,18,IE,E018
67.7,108673,17,CE,E189
90,4939,16,ME,E009
66.6,34412,213,EE,E272
59.1,60237,437,CE,E124
78.3,29742,495,ME,E038
80.2,12589,4,EC,E012
81.5,21463,7,PT,E021
65.9,57192,392,AU,E038
70.8,47925,20,CS,E265
70.6,10967,930,BM,E124
70.9,7654,8,EC,E060
61.6,65604,97,CE,E135
57.2,96544,932,IM,E017
70,140777,11,CE,E076
69.9,138157,467,IE,E070
87.1,3549,267,CS,E053
58.5,140522,9,ME,E033
80.7,23183,392,EC,E162
77.4,28558,821,CS,E014
71.8,32883,74,CE,E172
70.5,36051,15,IE,E150
70.8,52635,4,CS,E013
84.5,4171,485,EE,E009
59.7,42102,500,EC,E189
61.4,127090,170,IE,E134
60.7,54975,14,CS,E194
75.2,18881,232,EC,E099
90.4,2574,12,EC,E021
68.5,95473,703,CS,E132
70.2,92236,14,ME,E185
78.4,6951,648,IE,E079
58.3,343516,664,EE,E273
80.6,16963,18,IE,E104
63.2,38035,754,MN,E079
93.4,781,906,TC,E005
62.6,59189,15,EC,E018
80.6,3896,7,CE,E005
72.9,44764,134,EE,E177
73.9,22423,807,CS,E014
56.7,47251,12,CS,E147
81.6,1002,454,EC,E009
88.9,3169,588,TC,E006
72.5,67271,127,CS,E193
56.6,52548,287,ME,E157
58,41344,662,EC,E045
58,113150,21,CE,E257
62.4,36597,747,CE,E017
58.7,62343,819,IE,E147
76.5,15585,417,EE,E079
59.3,38494,18,CS,E203
63.1,33270,866,CE,E185
84.2,4810,330,AE,E146
60.8,239072,898,EC,E221
63.8,34389,726,EE,E065
88.3,3767,13,IE,E007
73,12682,901,AE,E042
57.3,46680,600,ME,E274
66.5,80249,459,EC,E198
59.8,161625,5,EE,E130
63.1,274591,945,ME,E194
67.6,146196,20,CE,E109
71.9,79692,640,CE,E205
82.7,25189,968,EE,E041
69.6,74185,8,CE,E194
75,16957,385,ME,E010
57.9,122502,724,ME,E070
65.4,66668,17,ME,E147
72.8,130923,21,EC,E504
89.4,3164,56,IE,E126
81.7,27940,9,IE,E133
80.1,2613,3,EC,E001
68,112084,3,EC,E035
57,94052,15,EE,E040
59.2,89504,21,EC,E147
73.2,6358,886,EE,E012
86.5,2947,9,EC,E511
70.7,55094,6,CE,E239
81.5,19694,302,CE,E004
84.1,2765,17,AE,E007
74.7,19361,12,BT,E078
67.1,91084,553,CE,E203
71,75808,804,CS,E110
75.4,27404,50,EC,E202
65.6,65054,15,CE,E043
77.6,19649,18,ME,E278
58.2,47339,8,CC,E237
82.6,11917,9,IE,E079
71.7,31836,415,EC,E189
72.2,11808,208,ME,E141
76.5,11840,362,ME,E010
76,23872,435,IP,E022
66.4,75500,420,EE,E199
61.2,64612,569,EC,E123
71,19556,9,AU,E007
65.8,51565,12,EC,E213
72.6,97498,348,CE,E106
65.7,197721,14,EE,E197
67.2,47923,661,AE,E144
63.3,58248,20,CS,E076
72.1,78108,332,ME,E207
67.7,68368,786,EC,E124
73.4,19200,270,IE,E108
72.6,23591,888,CS,E173
64.6,44991,12,IE,E114
65.2,91671,2,ME,E083
72.9,39522,18,CE,E092
81.2,4376,5,CS,E005
77.5,5453,4,ME,E048
56.8,30741,87,CE,E038
74.7,28651,8,ME,E041
59.2,108788,582,CS,E076
74.3,6407,631,EC,E037
79.8,9480,21,CH,E007
71.4,109782,471,IE,E169
56.9,396606,843,ME,E032
57.9,57857,14,CE,E274
66.1,141171,550,CE,E207
63.2,81507,754,ME,E079
62.3,167924,338,CE,E181
58.6,74183,246,IE,E095
91.4,3353,255,IE,E056
71.5,162539,5,AU,E049
71.2,89081,16,EC,E096
59.3,97242,3,IE,E165
65.6,134519,955,EC,E119
70.3,24023,399,CS,E175
62,74610,881,CE,E255
69.2,60716,4,MD,E017
57.2,93176,535,EE,E054
59.9,137805,338,CS,E172
73.2,18027,18,EI,E122
65.2,45504,10,AU,E079
75.4,5769,396,EI,E048
83.2,2928,3,EC,E022
73.3,8200,954,CS,E079
80.7,2563,5,CS,E119
78.3,19308,11,EE,E011
71.6,22012,82,ME,E240
59.4,36942,175,EI,E082
56.5,89352,14,EC,E255
60.6,52949,21,EC,E130
63.4,35606,11,ME,E041
68.2,37937,5,CS,E133
70.8,94631,869,CS,E144
70.3,311019,13,ME,E090
70.3,47425,21,EE,E145
61.7,118343,893,CE,E184
77.6,9088,397,AE,E079
80.8,27185,797,EE,E040
56.8,103436,17,AU,E032
65.6,127785,161,EI,E133
60.4,32922,10,IE,E149
91.9,4075,702,EC,E023
61.9,65802,183,CS,E272
79.7,24267,491,CE,E156
71.1,13191,8,CS,E209
70.9,44584,504,ME,E079
71.6,11776,223,TX,E002
77.5,24140,10,CE,E033
77.6,27271,492,CS,E252
60.9,87332,8,EC,E198
68.4,100515,11,IE,E165
68.8,167671,6,EE,E176
90.7,763,18,CS,E009
76.8,20740,347,IP,E023
68.7,34825,542,ME,E029
63,60538,180,MD,E017
80,26314,826,EC,E034
59.1,99984,14,EC,E081
60.1,74796,534,ME,E100
72.8,112180,19,BI,E237
81.6,7292,7,ME,E057
68.9,39401,21,CS,E177
69,114085,13,CE,E090
68.9,63832,978,CE,E252
57.2,203709,7,EC,E094
60.1,141834,3,EC,E035
67.1,67451,8,CE,E258
64.4,139960,7,EC,E076
80.5,15611,17,ME,E107
93.5,463,758,CS,E006
72.6,40369,13,CS,E274
63.8,132395,3,EI,E061
57,53427,7,ME,E069
63.9,43488,17,CE,E102
73.4,16950,12,EE,E023
78.7,20495,838,CS,E014
65.7,98054,470,CE,E239
65.4,48632,122,CE,E210
65.6,180440,499,CE,E206
67.3,47016,419,ME,E091
61.8,94235,451,ME,E085
72.1,138638,19,CE,E204
80,23732,10,CE,E155
58.5,37201,19,IM,E016
58.3,159255,801,CE,E169
73.1,5041,2,CH,E006
72.6,67025,549,IE,E173
66.4,107344,19,CE,E257
68,62061,951,EE,E013
62.1,32253,768,EC,E232
60.4,39499,671,EE,E053
59.8,57426,213,ME,E265
76.3,24989,2,EE,E058
63.8,136822,2,ME,E205
77.5,27935,7,ME,E053
60.5,45984,6,ME,E105
64.2,171388,6,CE,E124
75.6,18459,794,CS,E090
81.5,18642,14,IE,E034
78.8,24995,21,BM,E036
71.4,41251,16,TX,E062
76,16781,340,IE,E065
70.7,42180,60,EI,E062
73.4,24481,10,EC,E103
59,37859,2,CS,E152
71.7,13163,7,TC,E008
58.9,33773,173,IM,E016
56.9,133678,5,EC,E176
82.6,3202,782,IE,E056
71.4,69440,959,CS,E213
63.7,53633,20,CS,E135
64.7,34505,8,EE,E059
70.5,10680,12,CS,E151
76.3,29775,20,EC,E091
69.9,53356,9,EC,E159
76.9,26591,269,EC,E168
82.2,13237,178,EN,E021
60,48024,963,BT,E079
80,16552,617,IM,E003
72.8,107702,264,MT,E095
71.9,136550,18,CE,E173
82.6,3064,166,EI,E048
76.5,24652,337,CE,E105
57.4,138298,7,ME,E144
65.2,117495,12,ME,E171
72.2,109772,78,ME,E145
69.9,135625,19,EE,E076
72,12363,594,EE,E241
70.4,16756,365,EC,E037
69.1,49563,522,CS,E504
61,40597,12,ME,E103
71.2,31094,5,CE,E017
79.9,16014,563,RO,E241
74.8,14320,394,EC,E053
76.4,10861,394,CS,E031
67.7,122115,13,ME,E172
58,33012,13,CS,E164
64,100146,532,CE,E186
70.3,225348,3,EE,E176
72.9,139414,8,CE,E207
70.4,33566,318,EC,E128
61.5,40515,179,EC,E102
63.4,316412,220,EC,E070
71.1,132092,9,ME,E173
87.6,3213,11,CS,E275
65.7,95505,8,CS,E120
62.5,135552,770,ME,E135
63.9,77180,278,EC,E132
79.3,15982,20,IE,E060
58.2,57669,3,TC,E065
56.7,125519,19,EE,E054
58.7,56318,828,EC,E232
63.8,221973,158,EE,E081
72.8,30473,7,IE,E087
67,40729,14,CS,E086
59.3,85473,136,EE,E075
61.2,72658,796,ME,E210
81.9,4212,642,ME,E241
66.7,122121,421,EE,E144
62.5,74468,133,CS,E046
71.8,12191,839,EC,E079
63.8,41922,850,CS,E121
66.6,77175,232,EE,E102
71.2,36626,159,CS,E184
71.8,71204,198,EC,E147
72.2,8823,105,EE,E024
76,6645,635,CH,E036
70.4,99842,16,CE,E209
81.2,4381,775,TC,E048
87.2,1623,581,CS,E005
73.6,12664,7,EC,E095
82.7,12728,869,EI,E047
66.2,158820,6,CE,E113
67.5,30138,922,EC,E102
76.7,18159,501,BT,E057
77.4,20580,16,EI,E047
58.6,76857,127,EC,E198
64.8,165843,7,CE,E175
77.9,8467,455,CE,E023
81.1,23397,14,CS,E206
65.9,152710,5,CE,E189
61.3,54479,561,ME,E158
72.7,34711,12,EC,E095
72.7,92935,18,EE,E124
75.5,14806,447,CH,E062
58,47335,14,EC,E165
75.9,19080,338,CS,E135
62.9,45039,365,BC,E240
70.7,11823,10,IE,E123
81.9,12469,19,EC,E049
75.8,26637,739,CS,E161
59.5,46757,413,CE,E100
58.3,132044,642,CE,E203
59.1,34486,254,CE,E153
80.2,5497,17,EC,E007
76.4,26300,9,EC,E065
71.4,24514,18,CH,E036
70.7,24256,4,CS,E031
82.9,1149,17,EC,E006
70.5,36385,580,ST,E002
81.8,14580,10,EE,E012
58.1,80182,19,ME,E185
57.3,71301,4,EE,E106
83.1,4217,5,EE,E016
84.9,1247,650,EE,E003
68.7,32603,10,EC,E149
57.1,50586,627,CS,E134
63,72118,914,CE,E045
79.9,23125,313,SE,E014
80.9,22726,11,IP,E023
78.7,28332,4,EE,E011
57.3,69658,144,CS,E172
57.8,78200,21,AU,E049
81.5,12103,15,CS,E047
64.7,57556,11,AE,E144
73.7,24611,17,EC,E162
60,33767,417,ME,E012
64.8,33888,576,EC,E121
69.2,84666,19,CS,E184
76.5,11985,711,CS,E011
80.7,2908,16,ME,E003
64,379420,634,EI,E059
61.1,37072,15,CS,E145
72.9,35804,164,CE,E037
65.4,114528,10,ME,E081
81.5,18674,11,IE,E071
63,148046,18,ME,E046
64.7,51612,6,EE,E081
65,38804,20,EC,E162
72.1,74339,10,EC,E065
72,8376,8,BT,E007
58.7,83912,972,CE,E070
68.8,221125,16,CE,E113
75.6,6595,13,CE,E048
70.2,134123,12,CS,E197
67.4,158052,714,CS,E269
91.3,3903,18,BT,E006
67.6,39828,19,EC,E098
78.1,16057,54,CE,E004
66.9,154403,613,EE,E028
64.5,147800,4,EC,E054
65.4,182698,601,CE,E139
58.6,63800,371,EC,E171
58.3,84702,11,CE,E176
80.4,11418,12,EE,E107
59.4,59202,16,IE,E261
67,96330,2,CE,E252
64.3,151488,21,CE,E221
61.7,67147,8,CC,E237
71.9,6150,15,CS,E105
72.3,25724,20,EE,E128
72.8,37662,594,EC,E144
79.2,13166,155,CE,E241
62.5,278157,247,IP,E059
60.9,43292,10,EC,E124
90.9,3080,2,IM,E005
80.7,28429,3,EC,E260
62,96202,20,EC,E139
77.1,8249,967,EC,E056
94.4,767,2,AI,E126
61.7,79368,9,ME,E087
61.9,51522,2,IE,E101
57.8,38095,135,CS,E255
67.5,49822,758,CS,E038
63.9,39458,458,IE,E147
70.3,24607,11,ME,E036
62.7,226809,896,ME,E042
60.9,140590,551,CE,E155
70.7,66993,685,CS,E238
71.3,279638,245,ME,E013
79.4,17337,11,AE,E042
67.5,53085,8,ME,E097
57.6,87298,910,EE,E095
73.4,28363,20,CE,E014
67.6,179395,647,ME,E114
71.6,18941,873,EE,E067
61.7,159824,20,CS,E197
57.1,37294,10,ME,E061
61,37640,14,EC,E130
61.5,46529,12,CS,E094
64.4,46731,113,ME,E010
71.6,177635,540,CE,E191
66.3,79506,187,CE,E136
73.4,7765,21,AE,E079
75.8,28664,55,ME,E010
71.4,7795,391,CS,E058
58.5,67136,333,CE,E101
62.3,168849,790,IP,E059
77.4,5385,441,EE,E056
63.1,30051,8,EC,E124
85.1,4944,427,BT,E007
74,21053,512,IP,E023
70,111308,13,CS,E127
72,18133,13,EC,E014
90.5,862,93,SE,E005
68.2,47942,79,EC,E205
57.8,75518,6,ME,E102
86.3,3367,17,EC,E022
86.6,3678,13,CS,E008
70.4,19505,15,ME,E036
74.7,27165,206,CE,E021
73.4,22230,14,EC,E209
65.8,55938,19,CS,E091
65.4,48488,2,IM,E007
73.3,17808,257,EE,E031
80.2,21781,19,SE,E186
58.5,161688,7,EC,E188
64.4,60802,20,IE,E102
71.5,30897,289,EE,E076
69.5,132257,878,ME,E257
56.1,40495,473,CS,E203
63.2,93722,374,IM,E007
80.5,9936,12,BT,E057
58.6,36269,2,CH,E036
72.1,113001,8,IP,E045
57,34785,4,CE,E232
65.9,59897,779,EE,E205
70,27398,975,EE,E045
65,59860,20,TC,E091
80.1,4766,17,ME,E048
72.1,252268,610,CE,E197
61.3,69492,593,EE,E150
74.1,11283,10,CS,E042
72,41826,115,AE,E144
69.3,71877,18,CE,E085
79.3,20607,639,CH,E062
95.2,403,10,BT,E005
61.9,42138,501,CS,E504
66.7,32816,625,ME,E087
65,51092,875,AU,E047
71.4,48138,65,CS,E167
74,21437,653,EI,E006
82.9,17017,19,CS,E150
83.6,1457,12,CS,E057
67.1,93184,7,ME,E507
69,142478,907,ME,E078
60,34042,755,EE,E115
71.3,118489,4,EC,E035
72.9,22133,2,EC,E142
80.9,14896,692,CS,E212
56.1,85023,841,EC,E269
63.6,93160,16,IE,E096
77.9,7102,485,EE,E071
67.5,139181,12,EC,E153
64.8,281775,302,ME,E089
69,181315,765,CE,E076
71.6,110074,4,CE,E078
67.6,57774,868,EI,E061
77.5,25002,10,EE,E062
71.4,13931,21,BT,E057
70.5,66207,9,IE,E111
64,37834,867,EE,E036
62,44118,18,EC,E085
62.3,127639,19,CE,E094
56.4,34018,803,CS,E203
57,54716,362,ME,E158
71.3,33151,307,CS,E087
77.1,28638,14,IE,E049
75,11559,10,SE,E186
71.2,19604,806,EC,E115
85.8,3859,16,EC,E030
81.7,1038,400,CS,E012
62.5,68564,5,ME,E012
56.4,46058,16,IE,E158
70.3,71836,3,CS,E171
70.9,197386,999,ME,E208
58.1,32846,13,EC,E135
63.2,114854,3,CE,E076
94,738,20,CS,E001
61.2,84168,405,ME,E151
72.1,21592,10,CE,E126
65,196566,874,ME,E210
85.6,3309,691,CS,E053
90.1,469,619,CS,E009
72.1,7099,888,EE,E105
67,54578,19,IE,E087
72.2,9581,717,EC,E011
58.4,263382,9,ME,E206
76.9,8756,938,ME,E007
64.7,40482,4,ME,E178
61.7,73311,928,EE,E101
70.3,60418,12,EC,E135
61.7,97505,353,CE,E119
91.1,1424,695,CS,E008
73,81414,5,EC,E182
79.9,13724,435,ME,E235
65.7,89871,18,CE,E132
71.8,30450,390,EI,E082
80.7,19920,2,EC,E155
72.5,100852,6,CR,E059
71.8,11682,801,CH,E007
63.3,117404,915,CS,E158
61.8,157295,132,ME,E252
72,71597,8,ME,E106
79,13944,334,IP,E041
69.1,86726,611,EI,E008
83.1,2849,18,CS,E016
79.6,18706,529,CS,E042
73.2,14768,6,CS,E160
66.5,76282,254,CE,E147
64,39545,996,PE,E042
73.4,16669,12,EE,E071
64.7,56327,491,CS,E046
83.3,2736,19,AI,E126
72.9,10955,705,IE,E065
61,167114,376,IE,E177
90.1,2342,6,ME,E003
70.4,18957,9,RO,E241
56.2,33084,369,IE,E011
91,2404,584,IM,E005
85.6,4322,2,ME,E006
72.7,53463,795,TC,E012
76,14423,597,CS,E105
69.4,77923,4,MT,E078
70.1,151868,613,ME,E216
57.3,45080,446,CE,E115
86.5,1869,678,IE,E057
71.9,18141,5,EC,E150
73,18740,11,CS,E134
56.8,48814,9,EC,E087
75.7,5731,250,EC,E012
62.7,244750,523,ME,E081
73.5,25247,12,CH,E036
82.5,15304,638,CS,E086
72.3,59488,10,ME,E130
67.2,103006,741,IE,E096
82.5,12200,9,ME,E057
66.9,162179,394,EC,E159
72.8,95360,286,ME,E213
77.5,19031,6,ME,E053
58.5,178365,803,CC,E237
70.7,5921,132,EC,E012
60.6,56745,963,EE,E076
67.3,47767,2,EC,E194
76.5,25467,3,CS,E196
94.2,429,697,CS,E009
57.6,89716,20,EC,E159
58.9,30242,19,IE,E017
70.9,11955,12,BT,E053
70.8,41928,77,EC,E183
65.5,71636,656,EC,E043
64,98351,20,ME,E123
61.9,65279,10,CS,E093
68.4,125675,476,EE,E087
78.3,9673,985,CS,E105
94.4,241,20,EE,E005
66.8,93192,3,EC,E121
83,3329,61,EC,E276
71.2,32767,495,AE,E186
74.4,26860,205,EC,E031
70.2,28349,398,CS,E015
68.2,34267,451,CE,E062
82.2,12212,793,AU,E058
71.5,6239,9,CS,E235
59.2,135502,4,EC,E180
59.8,85567,8,CS,E193
71.6,19686,668,EE,E129
69.3,51038,483,EC,E013
78.4,16102,52,EC,E062
60,175852,21,EC,E184
62.5,36293,15,MT,E232
56.1,41640,512,IE,E254
70.1,59534,10,CE,E102
57.6,160217,12,EC,E191
94.1,774,217,CS,E057
67.8,54720,403,IE,E018
67.6,53063,504,EC,E171
83.7,4232,8,ME,E048
75.7,29124,541,EC,E128
64.1,53922,12,EC,E106
63.7,85656,13,CH,E044
70.2,27217,346,CS,E155
70.1,103204,917,CS,E272
68.1,155706,16,IE,E130
83,22681,17,ME,E155
67.2,52281,709,IE,E098
66.3,144583,721,EC,E094
82.7,12494,8,CE,E060
58.6,140156,9,CE,E168
56.5,87659,21,EC,E015
81.4,5355,445,EE,E001
62.7,44160,2,CE,E118
70.4,41902,279,TC,E017
87,3672,990,CS,E005
76.2,10932,19,IE,E115
71.9,98913,5,IP,E059
79.1,13953,596,EC,E178
71.1,26420,622,EE,E034
61.5,49224,801,IE,E237
69.1,39566,711,CS,E044
70.7,100045,17,IE,E045
72.7,24403,5,EC,E232
81.5,29541,7,CS,E193
68.7,84046,3,ME,E033
75,17893,8,IE,E079
72.9,113754,21,EC,E139
89.5,3242,923,EC,E012
77.9,14779,718,CE,E212
61.8,98785,540,ME,E185
57.5,37224,722,IM,E009
63.9,129647,323,ME,E273
82.2,8257,15,CS,E065
65,151761,4,CE,E209
72.5,5956,19,EC,E082
63.6,46321,70,CS,E158
64.5,45344,56,ME,E232
56.1,48752,258,ME,E178
80.4,21056,414,EE,E108
67.7,136252,298,EC,E119
71.6,28656,7,CS,E090
59.8,33044,20,CS,E196
73,18785,357,CS,E160
79.8,14523,8,ME,E107
81,15106,727,CS,E142
66,33222,109,EC,E093
58.7,35427,324,CE,E087
60.1,228767,18,EC,E044
71.8,58578,6,BT,E114
79,14824,226,CE,E274
76.3,13226,267,AE,E042
57.4,60121,14,EE,E178
80.3,13833,563,IE,E123
61.9,93542,18,CS,E144
58.5,250687,830,EC,E070
82.1,29548,8,EI,E008
63.5,40358,8,CS,E083
57.8,80160,798,CS,E110
57.4,83617,5,EC,E130
61.9,87952,938,ME,E043
76.1,23775,323,CE,E157
61.7,45858,796,CE,E087
69.3,73599,218,EE,E101
67.3,100304,207,EE,E095
63.7,159893,3,ME,E238
80.2,23263,519,CS,E100
66.5,70977,626,IE,E169
95.5,434,8,EC,E003
68.9,53498,9,EC,E101
72.6,18697,15,BT,E053
65,31824,655,EI,E082
69.9,126298,530,EE,E203
73.7,19449,562,CS,E173
79.9,8211,7,CE,E006
70,74095,8,CE,E273
71.3,38816,6,ME,E079
58.9,189145,7,EE,E273
94.8,230,591,EC,E003
62,40629,14,CS,E104
65.4,163911,14,ME,E152
63.4,88788,445,CE,E152
74.1,10823,771,IM,E016
87,2305,666,EC,E057
66.1,134848,4,ME,E216
59.4,99763,485,CE,E171
66.4,43504,183,EC,E189
73.7,16691,214,EC,E014
66.7,58631,105,ME,E272
97.7,872,9,EC,E003
69.6,76400,287,EC,E252
59,94872,706,ME,E205
71.5,9312,983,TX,E002
81.9,3716,7,EC,E056
61.4,46072,861,CE,E103
72.5,31596,8,EC,E144
72,117392,369,CS,E120
81.9,23503,496,ME,E077
81.5,16863,12,IP,E021
78.6,5097,583,CS,E178
